코드,발송일,유형코드,수량,
466200,20170804,1815,6,
466200,20170804,1692,2,
466200,20170804,1878,22,
466200,20170904,1815,12,
466200,20170904,1692,20,
466200,20170904,1878,43,
466200,20170921,1692,14,
466200,20170921,1878,24,
466200,20171011,1815,9,
466200,20171011,1692,6,
466200,20171011,1878,40,
466200,20171025,1878,24,
466200,20171101,1853,1,
466200,20171101,1815,6,
466200,20171101,1692,15,
466200,20171101,1878,27,
466200,20171101,1627,2,
466200,20171115,1878,22,
466200,20171206,1815,11,
466200,20171206,1692,14,
466200,20171206,1878,29,
466200,20171213,1815,1,
466200,20171213,1878,22,
466198,20170814,1692,1,
466198,20171031,1373,1,
466197,20170809,1373,1,
466197,20170823,1373,1,
466197,20170830,1373,1,
466197,20170906,1373,1,
466197,20170913,1373,1,
466197,20170920,1373,1,
466197,20170927,1373,1,
466197,20171011,1373,1,
466197,20171018,1373,1,
466197,20171025,1373,1,
466197,20171108,1373,1,
466197,20171115,1373,1,
466197,20171122,1815,1,
466197,20171129,1373,1,
466197,20171206,1373,1,
466197,20171213,1373,1,
466195,20170815,1815,10,
466195,20170829,1815,8,
466195,20170912,1815,7,
466195,20170926,1815,6,
466195,20171017,1815,3,
466195,20171031,1815,5,
466195,20171114,1815,3,
466195,20171128,1815,3,
466192,20170928,1815,13,
466191,20170829,1815,19,
466191,20170920,1692,3,
466191,20170926,1815,4,
466191,20171018,1815,2,
466191,20171018,1878,1,
466191,20171024,1815,14,
466191,20171122,1815,12,
466191,20171212,1815,2,
466189,20170808,1878,3,
466189,20171024,1878,1,
466189,20171107,1878,1,
466188,20170802,1041,1,
466188,20170913,1041,1,
466188,20171016,1041,1,
466188,20171118,1041,1,
466188,20171120,1041,4,
466188,20171202,1041,1,
466188,20171218,1041,1,
466186,20171020,1815,3,
466186,20171117,1815,4,
466186,20171117,1692,10,
466186,20171208,1692,13,
466185,20170807,1878,5,
466185,20170821,1878,10,
466185,20170828,1878,5,
466185,20170904,1878,5,
466185,20170911,1878,7,
466185,20170918,1878,8,
466185,20171009,1878,9,
466185,20171023,1878,10,
466185,20171030,1878,6,
466185,20171107,1878,6,
466185,20171120,1692,1,
466185,20171120,1878,8,
466185,20171127,1878,6,
466185,20171204,1878,5,
466185,20171218,1878,10,
466184,20170816,1815,15,
466184,20170816,1041,26,
466184,20170822,1815,6,
466184,20170822,1041,5,
466184,20170829,1815,13,
466184,20170829,1041,35,
466184,20170831,1815,1,
466184,20170831,1878,3,
466184,20170905,1815,19,
466184,20170905,1041,16,
466184,20170912,1815,16,
466184,20170912,1041,24,
466184,20170919,1815,7,
466184,20170919,1041,55,
466184,20170926,1815,5,
466184,20170926,1041,20,
466184,20171010,1815,37,
466184,20171010,1041,20,
466184,20171017,1815,6,
466184,20171017,1041,35,
466184,20171024,1815,27,
466184,20171024,1041,54,
466184,20171031,1815,9,
466184,20171031,1041,27,
466184,20171107,1815,20,
466184,20171107,1041,50,
466184,20171114,1815,4,
466184,20171114,1041,34,
466184,20171121,1815,16,
466184,20171121,1041,35,
466184,20171128,1815,9,
466184,20171128,1041,36,
466184,20171205,1815,17,
466184,20171205,1041,26,
466184,20171212,1815,14,
466184,20171212,1041,35,
466183,20170829,1041,2,
466183,20171026,1041,7,
466183,20171026,1878,3,
466180,20171026,1041,8,
466180,20171130,1041,3,
466179,20171129,1815,20,
466174,20170929,1815,1,
466171,20170809,1815,1,
466163,20170824,1815,5,
466163,20170907,1815,6,
466163,20170914,1815,4,
466163,20171021,1815,4,
466163,20171109,1815,2,
466163,20171123,1815,2,
466163,20171207,1815,7,
466161,20170810,1692,2,
466161,20170829,1815,2,
466161,20170829,1692,1,
466161,20170912,1815,2,
466161,20171011,1815,6,
466161,20171108,1815,4,
466161,20171129,1815,3,
466161,20171129,1692,1,
466161,20171213,1815,1,
466158,20170801,1692,1,
466158,20170803,1692,1,
466158,20170805,1692,1,
466158,20170808,1692,1,
466158,20170810,1692,1,
466158,20170812,1692,1,
466158,20170815,1692,1,
466158,20170817,1692,1,
466158,20170819,1692,1,
466158,20170822,1692,1,
466158,20170824,1692,1,
466158,20170826,1692,1,
466158,20170829,1692,1,
466158,20170831,1853,1,
466158,20170905,1692,1,
466158,20170907,1692,1,
466158,20170909,1692,1,
466158,20170912,1692,1,
466158,20170914,1692,1,
466158,20170916,1692,1,
466158,20170919,1692,1,
466158,20170921,1692,1,
466158,20170923,1692,1,
466158,20170926,1692,1,
466158,20170928,1815,1,
466158,20170930,1692,1,
466158,20171005,1692,1,
466158,20171006,1692,1,
466158,20171007,1815,1,
466158,20171010,1692,1,
466158,20171012,1815,1,
466158,20171014,1815,1,
466158,20171017,1692,1,
466158,20171019,1692,1,
466158,20171021,1692,1,
466158,20171024,1692,1,
466158,20171026,1692,1,
466158,20171028,1815,1,
466158,20171029,1815,1,
466158,20171031,1692,1,
466158,20171102,1815,1,
466158,20171104,1692,1,
466158,20171107,1692,1,
466158,20171109,1815,1,
466158,20171111,1692,1,
466158,20171114,1692,1,
466158,20171116,1815,1,
466158,20171118,1853,1,
466158,20171121,1853,1,
466158,20171123,1692,1,
466158,20171125,1692,1,
466158,20171128,1692,1,
466158,20171130,1815,1,
466158,20171202,1815,1,
466158,20171205,1815,1,
466158,20171212,1692,1,
466158,20171214,1815,1,
466158,20171216,1815,1,
466157,20170807,1692,4,
466157,20170921,1692,7,
466157,20171018,1692,3,
466157,20171204,1692,2,
466156,20170826,1041,15,
466156,20170925,1041,30,
466156,20171021,1041,9,
466154,20170809,1815,19,
466154,20170815,1815,6,
466154,20170930,1692,4,
466154,20171014,1815,17,
466154,20171128,1815,5,
466154,20171128,1692,18,
466154,20171212,1692,1,
466153,20170802,1815,13,
466153,20170809,1815,7,
466153,20170823,1815,3,
466153,20170830,1815,12,
466153,20170906,1815,9,
466153,20170913,1815,6,
466153,20170920,1815,5,
466153,20170927,1815,8,
466153,20171011,1815,10,
466153,20171018,1815,13,
466153,20171025,1815,12,
466153,20171101,1815,12,
466153,20171108,1815,8,
466153,20171115,1815,3,
466153,20171122,1815,2,
466153,20171129,1815,9,
466153,20171206,1815,18,
466151,20170809,1815,2,
466151,20170809,1692,1,
466151,20170809,1878,2,
466151,20170812,1692,2,
466151,20170823,1692,5,
466151,20170823,1878,6,
466151,20170830,1692,3,
466151,20170916,1692,3,
466151,20170920,1815,1,
466151,20170920,1692,2,
466151,20170920,1878,1,
466151,20170923,1692,3,
466151,20170923,1878,1,
466151,20170927,1692,2,
466151,20170930,1692,1,
466151,20171011,1815,1,
466151,20171018,1692,3,
466151,20171025,1692,1,
466151,20171028,1692,2,
466151,20171104,1692,2,
466151,20171111,1692,1,
466151,20171118,1815,2,
466151,20171118,1692,1,
466151,20171118,1878,5,
466151,20171129,1692,5,
466151,20171206,1692,1,
466151,20171209,1815,1,
466149,20170814,1373,8,
466149,20170825,1373,5,
466149,20170830,1373,10,
466149,20170912,1373,3,
466149,20170925,1373,10,
466149,20171011,1373,7,
466149,20171025,1373,10,
466149,20171101,1373,5,
466149,20171109,1373,4,
466149,20171117,1373,6,
466149,20171122,1373,5,
466149,20171128,1373,3,
466149,20171201,1373,4,
466149,20171207,1373,5,
466149,20171213,1373,8,
466149,20171215,1373,3,
466148,20170801,1373,1,
466148,20170919,1373,2,
466148,20171017,1373,1,
466148,20171114,1373,3,
466148,20171212,1373,2,
466147,20171031,1627,1,
466146,20170802,1815,16,
466146,20170802,1261,4,
466146,20170803,1815,9,
466146,20170803,1261,1,
466146,20170807,1815,13,
466146,20170807,1261,4,
466146,20170809,1815,18,
466146,20170809,1261,6,
466146,20170810,1815,13,
466146,20170810,1261,7,
466146,20170814,1815,12,
466146,20170814,1261,1,
466146,20170816,1815,3,
466146,20170816,1261,2,
466146,20170817,1815,10,
466146,20170817,1692,5,
466146,20170821,1815,17,
466146,20170821,1373,6,
466146,20170824,1815,17,
466146,20170828,1815,19,
466146,20170828,1261,7,
466146,20170830,1815,19,
466146,20170830,1261,3,
466146,20170905,1815,27,
466146,20170905,1692,1,
466146,20170905,1261,2,
466146,20170907,1815,10,
466146,20170907,1261,4,
466146,20170912,1815,43,
466146,20170912,1261,5,
466146,20170914,1815,11,
466146,20170914,1692,1,
466146,20170914,1261,2,
466146,20170919,1815,30,
466146,20170919,1261,7,
466146,20170921,1815,15,
466146,20170921,1261,3,
466146,20170926,1815,34,
466146,20170926,1261,4,
466146,20170928,1815,4,
466146,20171009,1815,27,
466146,20171009,1261,5,
466146,20171011,1815,9,
466146,20171016,1815,46,
466146,20171016,1692,1,
466146,20171016,1261,3,
466146,20171019,1815,36,
466146,20171019,1261,2,
466146,20171023,1815,13,
466146,20171023,1261,1,
466146,20171027,1815,47,
466146,20171030,1815,4,
466146,20171030,1261,1,
466146,20171102,1815,26,
466146,20171102,1261,2,
466146,20171103,1815,17,
466146,20171103,1692,1,
466146,20171103,1878,1,
466146,20171108,1815,32,
466146,20171108,1692,2,
466146,20171108,1261,1,
466146,20171114,1815,36,
466146,20171116,1815,18,
466146,20171120,1815,28,
466146,20171120,1261,1,
466146,20171123,1815,13,
466146,20171123,1261,1,
466146,20171128,1815,45,
466146,20171204,1815,15,
466146,20171207,1815,24,
466146,20171211,1815,14,
466146,20171214,1041,31,
466146,20171214,1261,1,
466143,20170831,1815,75,
466143,20170921,1815,47,
466141,20170816,1041,1,
466139,20171025,1261,1,
466136,20170808,1041,1,
466136,20170822,1041,5,
466136,20170912,1853,1,
466136,20170912,1041,1,
466135,20170805,1815,3,
466135,20170812,1815,3,
466135,20170812,1041,1,
466135,20170819,1815,7,
466135,20170826,1815,2,
466135,20170826,1041,1,
466135,20170902,1815,13,
466135,20170902,1692,1,
466135,20170902,1041,1,
466135,20170909,1815,3,
466135,20170916,1815,6,
466135,20170916,1692,1,
466135,20170923,1815,4,
466135,20170930,1815,1,
466135,20171005,1815,11,
466135,20171014,1815,6,
466135,20171014,1692,1,
466135,20171014,1041,1,
466135,20171021,1815,4,
466135,20171028,1815,12,
466135,20171104,1815,6,
466135,20171104,1041,1,
466135,20171111,1815,5,
466135,20171118,1815,3,
466135,20171118,1692,1,
466135,20171125,1815,8,
466135,20171125,1692,1,
466135,20171125,1041,3,
466135,20171202,1815,5,
466135,20171202,1041,1,
466135,20171209,1815,10,
466135,20171209,1041,1,
466135,20171216,1815,4,
466134,20170804,1815,1,
466134,20170811,1815,1,
466134,20170818,1815,1,
466134,20170908,1815,1,
466134,20170912,1815,1,
466134,20170926,1815,1,
466134,20171017,1815,1,
466134,20171031,1815,2,
466134,20171110,1815,2,
466133,20170801,1815,7,
466133,20170801,1692,9,
466133,20170803,1815,2,
466133,20170803,1692,7,
466133,20170808,1815,13,
466133,20170808,1692,5,
466133,20170815,1815,10,
466133,20170815,1692,6,
466133,20170817,1815,4,
466133,20170817,1692,9,
466133,20170822,1815,13,
466133,20170822,1692,13,
466133,20170829,1815,8,
466133,20170829,1692,7,
466133,20170901,1815,6,
466133,20170901,1692,4,
466133,20170906,1815,14,
466133,20170906,1692,5,
466133,20170912,1815,8,
466133,20170912,1692,11,
466133,20170915,1815,5,
466133,20170915,1692,5,
466133,20170919,1815,6,
466133,20170919,1692,3,
466133,20170926,1815,10,
466133,20170926,1692,6,
466133,20171003,1815,12,
466133,20171003,1692,8,
466133,20171011,1815,7,
466133,20171011,1692,5,
466133,20171017,1815,15,
466133,20171017,1692,13,
466133,20171024,1815,15,
466133,20171024,1692,7,
466133,20171031,1815,10,
466133,20171031,1692,8,
466133,20171108,1815,12,
466133,20171108,1692,11,
466133,20171114,1815,11,
466133,20171114,1692,14,
466133,20171121,1815,9,
466133,20171121,1692,7,
466133,20171128,1815,6,
466133,20171128,1692,13,
466133,20171205,1815,6,
466133,20171205,1692,9,
466133,20171209,1815,15,
466133,20171209,1692,12,
466133,20171212,1815,4,
466133,20171212,1692,1,
466132,20170808,1815,4,
466132,20170808,1692,2,
466132,20170808,1878,1,
466132,20170811,1815,5,
466132,20170811,1692,4,
466132,20170811,1878,2,
466132,20170817,1815,6,
466132,20170817,1692,4,
466132,20170817,1878,2,
466132,20170822,1692,3,
466132,20170822,1878,1,
466132,20170828,1815,1,
466132,20170828,1692,2,
466132,20170901,1815,8,
466132,20170901,1692,6,
466132,20170901,1878,2,
466132,20170905,1815,4,
466132,20170905,1692,2,
466132,20170905,1878,1,
466132,20170908,1815,1,
466132,20170908,1692,5,
466132,20170908,1878,2,
466132,20170912,1815,3,
466132,20170915,1815,2,
466132,20170915,1692,2,
466132,20170915,1878,1,
466132,20170919,1692,1,
466132,20170919,1878,1,
466132,20170925,1815,3,
466132,20170925,1692,4,
466132,20170928,1692,2,
466132,20171010,1815,6,
466132,20171010,1692,12,
466132,20171010,1878,1,
466132,20171012,1692,2,
466132,20171012,1878,1,
466132,20171017,1815,3,
466132,20171017,1692,3,
466132,20171017,1878,2,
466132,20171020,1692,4,
466132,20171024,1815,4,
466132,20171024,1692,2,
466132,20171024,1878,5,
466132,20171027,1692,1,
466132,20171027,1878,2,
466132,20171031,1815,2,
466132,20171031,1692,5,
466132,20171031,1878,1,
466132,20171103,1815,3,
466132,20171103,1692,5,
466132,20171103,1878,3,
466132,20171107,1815,1,
466132,20171107,1692,6,
466132,20171107,1878,2,
466132,20171110,1815,3,
466132,20171110,1692,1,
466132,20171114,1815,3,
466132,20171114,1692,5,
466132,20171114,1878,3,
466132,20171121,1692,1,
466132,20171121,1878,2,
466132,20171128,1815,4,
466132,20171128,1692,7,
466132,20171128,1878,1,
466132,20171130,1692,1,
466132,20171201,1815,1,
466132,20171201,1692,2,
466132,20171201,1878,1,
466132,20171205,1815,4,
466132,20171205,1692,1,
466132,20171205,1878,3,
466132,20171208,1815,3,
466132,20171208,1692,5,
466132,20171208,1878,2,
466132,20171212,1815,3,
466132,20171212,1692,3,
466132,20171212,1878,2,
466132,20171215,1815,1,
466132,20171215,1692,1,
466132,20171215,1878,3,
466131,20170808,1815,1,
466131,20170829,1815,2,
466131,20170906,1815,6,
466131,20170906,1878,1,
466131,20170915,1815,1,
466131,20170915,1878,1,
466131,20170922,1815,2,
466131,20171019,1815,2,
466131,20171019,1878,1,
466131,20171030,1815,2,
466131,20171109,1815,9,
466131,20171109,1878,1,
466131,20171120,1815,2,
466131,20171130,1815,3,
466131,20171130,1692,1,
466131,20171206,1815,1,
466130,20170809,1041,6,
466130,20170913,1041,2,
466130,20171025,1041,4,
466130,20171101,1815,1,
466130,20171101,1041,2,
466130,20171213,1041,10,
466129,20170814,1815,1,
466129,20170814,1692,1,
466126,20170801,1815,10,
466126,20170801,1692,11,
466126,20170801,1261,1,
466126,20170802,1815,7,
466126,20170802,1692,2,
466126,20170804,1815,17,
466126,20170804,1692,6,
466126,20170804,1261,3,
466126,20170808,1815,8,
466126,20170808,1692,8,
466126,20170808,1261,1,
466126,20170811,1815,12,
466126,20170811,1692,10,
466126,20170811,1261,2,
466126,20170816,1815,16,
466126,20170816,1692,7,
466126,20170816,1261,1,
466126,20170818,1815,4,
466126,20170818,1692,9,
466126,20170818,1261,1,
466126,20170821,1815,9,
466126,20170821,1692,16,
466126,20170821,1261,1,
466126,20170822,1815,7,
466126,20170822,1692,5,
466126,20170824,1815,3,
466126,20170824,1692,6,
466126,20170824,1261,3,
466126,20170828,1815,14,
466126,20170828,1692,6,
466126,20170831,1815,12,
466126,20170831,1692,12,
466126,20170831,1261,4,
466126,20170904,1815,11,
466126,20170904,1692,15,
466126,20170904,1261,3,
466126,20170905,1815,12,
466126,20170905,1692,5,
466126,20170905,1261,1,
466126,20170909,1815,10,
466126,20170909,1692,11,
466126,20170912,1815,6,
466126,20170912,1692,15,
466126,20170912,1261,1,
466126,20170914,1815,8,
466126,20170914,1692,15,
466126,20170921,1815,36,
466126,20170921,1692,28,
466126,20170921,1261,2,
466126,20170922,1815,2,
466126,20170927,1815,11,
466126,20170927,1692,21,
466126,20170927,1261,1,
466126,20170928,1815,11,
466126,20170928,1692,8,
466126,20170928,1261,1,
466126,20171002,1815,12,
466126,20171002,1692,8,
466126,20171002,1261,1,
466126,20171010,1815,11,
466126,20171010,1692,14,
466126,20171012,1815,17,
466126,20171016,1815,12,
466126,20171016,1692,19,
466126,20171020,1815,12,
466126,20171020,1692,14,
466126,20171020,1261,3,
466126,20171023,1815,7,
466126,20171023,1692,7,
466126,20171025,1815,6,
466126,20171025,1692,14,
466126,20171025,1261,1,
466126,20171027,1815,16,
466126,20171027,1692,16,
466126,20171031,1815,12,
466126,20171031,1692,2,
466126,20171031,1261,2,
466126,20171108,1815,21,
466126,20171108,1692,13,
466126,20171108,1261,1,
466126,20171109,1815,9,
466126,20171109,1692,9,
466126,20171114,1692,12,
466126,20171115,1815,23,
466126,20171115,1692,10,
466126,20171120,1815,8,
466126,20171120,1692,8,
466126,20171120,1261,1,
466126,20171123,1815,11,
466126,20171123,1692,11,
466126,20171124,1815,8,
466126,20171124,1692,13,
466126,20171124,1261,1,
466126,20171127,1815,7,
466126,20171127,1692,6,
466126,20171129,1815,3,
466126,20171129,1692,10,
466126,20171205,1815,3,
466126,20171205,1692,1,
466126,20171206,1815,21,
466126,20171206,1692,9,
466126,20171206,1261,1,
466126,20171208,1815,10,
466126,20171208,1692,11,
466126,20171208,1261,2,
466126,20171211,1815,11,
466126,20171211,1692,10,
466126,20171213,1692,4,
466126,20171214,1815,5,
466126,20171214,1692,14,
466126,20171214,1261,2,
466126,20171215,1815,9,
466126,20171215,1692,13,
466124,20170804,1815,34,
466124,20170804,1692,7,
466124,20170811,1815,25,
466124,20170811,1692,6,
466124,20170816,1815,13,
466124,20170816,1692,7,
466124,20170818,1815,15,
466124,20170818,1692,1,
466124,20170825,1815,26,
466124,20170825,1692,4,
466124,20170831,1815,16,
466124,20170831,1692,5,
466124,20170908,1815,32,
466124,20170908,1692,7,
466124,20170915,1815,28,
466124,20170915,1692,6,
466124,20170922,1815,21,
466124,20170922,1692,4,
466124,20170929,1815,39,
466124,20170929,1692,8,
466124,20171011,1815,34,
466124,20171011,1692,10,
466124,20171019,1815,31,
466124,20171019,1692,8,
466124,20171026,1815,31,
466124,20171026,1692,6,
466124,20171103,1815,27,
466124,20171103,1692,4,
466124,20171109,1815,18,
466124,20171109,1692,6,
466124,20171115,1815,20,
466124,20171115,1692,4,
466124,20171123,1815,31,
466124,20171123,1692,7,
466124,20171130,1815,24,
466124,20171130,1692,6,
466124,20171207,1815,36,
466124,20171207,1692,3,
466124,20171215,1815,30,
466124,20171215,1692,7,
466119,20170807,1041,13,
466119,20170822,1041,8,
466119,20170824,1815,3,
466119,20170824,1041,48,
466119,20170828,1041,3,
466119,20170904,1041,9,
466119,20170904,1878,1,
466119,20170912,1041,1,
466119,20170918,1041,4,
466119,20170925,1815,1,
466119,20170925,1041,3,
466119,20171017,1815,6,
466119,20171017,1041,6,
466119,20171023,1815,1,
466119,20171106,1041,7,
466119,20171120,1815,5,
466119,20171120,1041,9,
466119,20171127,1041,2,
466119,20171218,1815,2,
466119,20171218,1041,1,
466118,20170803,1815,6,
466118,20170810,1815,4,
466118,20170825,1815,4,
466118,20170902,1815,9,
466118,20170908,1815,4,
466118,20170926,1815,10,
466118,20170926,1355,22,
466118,20170930,1815,3,
466118,20171024,1815,14,
466118,20171024,1355,6,
466118,20171030,1815,2,
466118,20171030,1355,2,
466118,20171108,1815,1,
466118,20171121,1815,14,
466117,20170830,1815,3,
466117,20170925,1815,2,
466117,20171026,1815,2,
466117,20171125,1815,1,
466116,20170803,1815,1,
466116,20170803,1692,3,
466116,20170810,1692,8,
466116,20170817,1815,1,
466116,20170817,1692,6,
466116,20170824,1815,3,
466116,20170824,1692,12,
466116,20170831,1815,2,
466116,20170831,1692,14,
466116,20170907,1692,20,
466116,20170914,1692,20,
466116,20170921,1815,1,
466116,20170921,1692,17,
466116,20170928,1815,1,
466116,20170928,1692,19,
466116,20171012,1692,10,
466116,20171019,1692,18,
466116,20171026,1692,21,
466116,20171102,1692,14,
466116,20171109,1692,16,
466116,20171116,1692,20,
466116,20171123,1815,2,
466116,20171123,1692,14,
466116,20171130,1692,8,
466116,20171207,1692,5,
466116,20171214,1692,10,
466114,20170810,1815,2,
466114,20171216,1878,5,
466113,20170802,1815,2,
466113,20170807,1692,2,
466113,20170809,1692,3,
466113,20170814,1692,1,
466113,20170816,1692,2,
466113,20170821,1692,1,
466113,20170823,1692,2,
466113,20170830,1692,1,
466113,20170904,1815,1,
466113,20170906,1692,1,
466113,20170911,1692,1,
466113,20170913,1692,2,
466113,20170918,1815,1,
466113,20170920,1692,2,
466113,20170925,1815,3,
466113,20170925,1692,5,
466113,20170927,1692,5,
466113,20171002,1692,1,
466113,20171006,1692,2,
466113,20171009,1815,1,
466113,20171011,1815,1,
466113,20171016,1692,1,
466113,20171018,1692,2,
466113,20171023,1692,2,
466113,20171025,1692,2,
466113,20171101,1692,1,
466113,20171106,1692,2,
466113,20171108,1692,2,
466113,20171113,1692,2,
466113,20171115,1815,2,
466113,20171120,1692,3,
466113,20171122,1692,2,
466113,20171127,1692,3,
466113,20171129,1692,3,
466113,20171204,1815,2,
466113,20171206,1692,5,
466113,20171211,1815,1,
466113,20171213,1692,3,
466113,20171218,1692,2,
466112,20170801,1815,2,
466112,20170802,1815,3,
466112,20170803,1815,1,
466112,20170807,1815,2,
466112,20170808,1815,6,
466112,20170809,1815,2,
466112,20170810,1815,2,
466112,20170811,1815,4,
466112,20170812,1815,1,
466112,20170814,1815,2,
466112,20170815,1815,3,
466112,20170816,1815,3,
466112,20170817,1815,3,
466112,20170818,1815,2,
466112,20170819,1815,4,
466112,20170821,1815,2,
466112,20170822,1815,2,
466112,20170823,1815,2,
466112,20170824,1815,3,
466112,20170825,1815,2,
466112,20170826,1815,1,
466112,20170828,1815,3,
466112,20170829,1815,2,
466112,20170830,1815,2,
466112,20170831,1815,4,
466112,20170901,1815,1,
466112,20170902,1815,2,
466112,20170904,1815,4,
466112,20170905,1815,3,
466112,20170907,1815,4,
466112,20170908,1815,5,
466112,20170909,1815,1,
466112,20170911,1815,2,
466112,20170912,1815,5,
466112,20170913,1815,1,
466112,20170914,1815,5,
466112,20170915,1815,2,
466112,20170916,1815,2,
466112,20170918,1815,2,
466112,20170919,1815,1,
466112,20170920,1815,4,
466112,20170921,1815,3,
466112,20170922,1815,2,
466112,20170923,1815,2,
466112,20170925,1815,2,
466112,20170927,1815,1,
466112,20170929,1815,6,
466112,20171002,1815,2,
466112,20171009,1815,3,
466112,20171010,1815,5,
466112,20171011,1815,2,
466112,20171012,1815,3,
466112,20171013,1815,3,
466112,20171016,1815,1,
466112,20171018,1815,1,
466112,20171019,1815,2,
466112,20171020,1815,1,
466112,20171021,1815,1,
466112,20171023,1815,1,
466112,20171024,1815,1,
466112,20171025,1815,2,
466112,20171026,1815,2,
466112,20171027,1815,2,
466112,20171028,1815,1,
466112,20171101,1815,1,
466112,20171102,1815,2,
466112,20171103,1815,2,
466112,20171110,1815,1,
466112,20171111,1815,1,
466112,20171113,1815,2,
466112,20171115,1815,2,
466112,20171116,1815,2,
466112,20171120,1815,1,
466112,20171121,1815,2,
466112,20171124,1815,1,
466112,20171127,1815,1,
466112,20171128,1815,3,
466112,20171130,1815,3,
466112,20171201,1815,1,
466112,20171202,1815,2,
466112,20171204,1815,1,
466112,20171207,1815,1,
466112,20171208,1815,2,
466112,20171211,1815,1,
466112,20171214,1815,1,
466112,20171215,1815,1,
466112,20171216,1815,1,
466112,20171218,1815,1,
466111,20171208,1815,44,
466111,20171208,1261,5,
466110,20170814,1815,2,
466110,20170828,1815,2,
466110,20171023,1815,16,
466110,20171030,1815,16,
466110,20171127,1815,41,
466109,20170811,1878,11,
466109,20170811,1627,2,
466109,20170817,1878,3,
466109,20170817,1627,4,
466109,20170824,1878,4,
466109,20170907,1041,1,
466109,20170907,1878,11,
466109,20170907,1627,4,
466109,20170914,1878,3,
466109,20170914,1627,2,
466109,20171020,1878,4,
466109,20171020,1627,1,
466109,20171123,1878,2,
466109,20171123,1627,1,
466109,20171207,1878,2,
466108,20170805,1041,13,
466108,20170807,1041,5,
466108,20170807,1878,1,
466108,20170810,1815,1,
466108,20170810,1041,1,
466108,20170816,1041,4,
466108,20170818,1815,1,
466108,20170818,1041,3,
466108,20170822,1041,2,
466108,20170828,1041,2,
466108,20170831,1041,3,
466108,20170904,1041,1,
466108,20170907,1041,29,
466108,20170907,1878,1,
466108,20170912,1041,2,
466108,20170914,1041,4,
466108,20170921,1041,15,
466108,20170925,1041,2,
466108,20170926,1041,1,
466108,20170928,1041,2,
466108,20171010,1041,1,
466108,20171030,1041,4,
466108,20171031,1815,1,
466108,20171031,1041,10,
466108,20171106,1041,1,
466108,20171110,1815,1,
466108,20171110,1041,14,
466108,20171116,1041,1,
466108,20171127,1041,12,
466108,20171204,1041,1,
466108,20171207,1041,1,
466108,20171211,1041,1,
466107,20170801,1815,2,
466107,20170801,1041,4,
466107,20170808,1041,9,
466107,20170817,1692,1,
466107,20170817,1041,7,
466107,20170822,1041,4,
466107,20170825,1041,3,
466107,20170830,1041,6,
466107,20170905,1041,4,
466107,20170915,1692,1,
466107,20170915,1041,9,
466107,20170922,1041,7,
466107,20170926,1041,4,
466107,20170928,1355,1,
466107,20171010,1041,3,
466107,20171017,1041,9,
466107,20171024,1041,4,
466107,20171031,1041,6,
466107,20171107,1041,7,
466107,20171110,1041,3,
466107,20171114,1041,3,
466107,20171121,1878,1,
466107,20171128,1041,3,
466107,20171205,1041,2,
466107,20171212,1041,1,
466107,20171214,1815,1,
466107,20171214,1041,2,
466106,20170811,1041,2,
466106,20170814,1815,2,
466106,20170817,1041,1,
466106,20170818,1815,1,
466106,20170818,1041,3,
466106,20170821,1041,1,
466106,20170828,1041,1,
466106,20170829,1041,2,
466106,20170904,1041,1,
466106,20170905,1041,1,
466106,20170908,1815,1,
466106,20170908,1041,8,
466106,20170911,1815,1,
466106,20170912,1815,1,
466106,20170914,1815,2,
466106,20170914,1041,4,
466106,20170921,1815,1,
466106,20170923,1041,3,
466106,20170924,1041,2,
466106,20170925,1815,1,
466106,20170929,1041,1,
466106,20170930,1815,1,
466106,20171009,1041,1,
466106,20171019,1815,1,
466106,20171019,1041,6,
466106,20171023,1041,1,
466106,20171026,1041,1,
466106,20171027,1815,1,
466106,20171106,1041,1,
466106,20171109,1815,1,
466106,20171116,1041,1,
466106,20171117,1815,1,
466106,20171117,1041,5,
466106,20171121,1815,1,
466106,20171124,1041,2,
466106,20171211,1815,1,
466106,20171212,1041,1,
466106,20171215,1815,1,
466105,20170829,1692,1,
466105,20170829,1041,4,
466105,20170922,1041,3,
466105,20171020,1041,3,
466105,20171127,1041,3,
466104,20170810,1815,19,
466104,20170810,1041,5,
466104,20170829,1815,1,
466104,20170829,1041,6,
466104,20170922,1815,1,
466104,20170922,1041,4,
466104,20171020,1041,3,
466104,20171031,1041,4,
466104,20171107,1815,1,
466104,20171107,1041,3,
466104,20171127,1815,3,
466104,20171215,1815,1,
466104,20171215,1041,1,
466103,20170818,1815,3,
466103,20170818,1692,10,
466103,20170911,1692,8,
466103,20170922,1692,5,
466103,20170922,1878,1,
466103,20171010,1815,2,
466103,20171010,1692,5,
466103,20171102,1692,8,
466103,20171109,1815,3,
466103,20171109,1692,3,
466103,20171125,1815,1,
466103,20171125,1692,7,
466103,20171201,1815,5,
466103,20171201,1692,3,
466101,20170926,1815,1,
466097,20170818,1091,1,
466097,20170925,1878,1,
466096,20170801,1041,2,
466096,20170822,1041,1,
466096,20170829,1041,3,
466096,20170912,1041,2,
466096,20170919,1041,2,
466096,20170926,1041,1,
466096,20171017,1041,1,
466096,20171024,1041,2,
466096,20171114,1041,2,
466096,20171121,1041,3,
466096,20171128,1041,3,
466096,20171128,1878,1,
466096,20171205,1041,2,
